Train_acc,Valid_acc,Train_loss,Valid_loss
0.12104152740641712,0.45218515037593987,3.761489314191482,2.3383548791545974
0.4403200200534759,0.6842105263157895,1.9596313513855246,1.1757552381744958
0.6444999164438503,0.8159852756892231,1.1581727880685724,0.6651570104566732
0.7738761697860963,0.9066024436090225,0.7210692370081331,0.3409250440790241
0.84259065842246,0.9394971804511278,0.4920695680965555,0.2191413819864579
0.8833765040106952,0.9494047619047619,0.3602221658463306,0.17295404217371665
0.9101666945187166,0.9659696115288221,0.2736757082695311,0.12190491499794755
0.9274210394385026,0.9791666666666666,0.21807304378051093,0.08169049254261461
0.9414793616310161,0.975328947368421,0.17552601313093966,0.08153012492939045
0.9512032085561497,0.9796757518796992,0.14584310798230954,0.06559946267797909
0.9592768215240641,0.968828320802005,0.12188948810668314,0.09463672837088431
0.9645408589572193,0.9824561403508771,0.1030006516845598,0.05728861554887585
0.9699720086898396,0.9906798245614035,0.09089049169255849,0.03280792327744788
0.9723638034759359,0.9931469298245614,0.08024511768178826,0.02351714026989336
0.9757478275401069,0.9935385338345865,0.07150680560962282,0.022566683235914355
0.9782231784759359,0.9846491228070176,0.0641416628175181,0.048047744238954554
0.9797376336898396,0.9871553884711779,0.06006439655731596,0.03849438020263922
0.9824845421122995,0.9967888471177945,0.05412969452762892,0.012416070462105315
0.9833932152406417,0.9968671679197995,0.04983828793296013,0.012267489538278272
0.9840198863636364,0.9962014411027569,0.04682020574308842,0.014398475796279538
0.9861819017379679,0.9978461779448622,0.042599343661751776,0.008587806730532324
0.9864325701871658,0.9953790726817042,0.040384918010082684,0.01668919119328893
0.9873934659090909,0.9976112155388471,0.03836912581739751,0.007431594627236254
0.9874665775401069,0.9962797619047619,0.03748197882762428,0.012820287590979465
0.988751253342246,0.9978070175438597,0.035013555299698775,0.006930517452888023
0.9890541443850267,0.9964364035087719,0.0323927074225363,0.0113598107174885
0.9897121490641712,0.9964755639097744,0.031073998049300996,0.00983592711565876
0.9902239304812834,0.994204260651629,0.030307484996296687,0.014789001017757562
0.9902657085561497,0.9987468671679198,0.03027535157404459,0.0037974347344931986
0.9905999331550802,0.9987860275689223,0.028560333778131507,0.0045664349148098965
0.9905894886363636,0.9971021303258145,0.028706489201017017,0.008914159860784792
0.9910908255347594,0.9897791353383458,0.02705285433216765,0.03227775213322491
0.9916757185828877,0.9982377819548872,0.02690247444456751,0.0045709493544089765
0.9915503843582888,0.9962797619047619,0.026623049214186054,0.01158422818839415
0.9918219418449198,0.9721961152882206,0.02597073338492092,0.09387597950399482
0.9912788268716578,0.9960056390977443,0.026800195899452768,0.012811789483552695
0.9921457219251337,0.997062969924812,0.024370677002027764,0.009654497010741668
0.9919054979946524,0.9934602130325815,0.02623535806391043,0.01918004897346609
0.9922815006684492,0.9984727443609023,0.02413800372330558,0.003913983560108279
0.9915190508021391,0.9982769423558897,0.025696217649571595,0.005449504205155752
0.9922292780748663,0.9955748746867168,0.023690315554957386,0.010888092507685772
0.9926888368983957,0.9990993107769424,0.023398104453022865,0.003008776199455216
0.9926470588235294,0.996749686716792,0.023843176239762474,0.009966085462058214
0.9927097259358288,0.9969063283208021,0.02332139305319025,0.00937764069324049
0.99298128342246,0.9975328947368421,0.021271307576498318,0.007536340303373518
0.9927410594919787,0.9989818295739349,0.023959562873213214,0.0024677139287614365
0.9929603943850267,0.9981986215538847,0.023073098584767707,0.005167759762982661
0.9925112800802139,0.9993734335839599,0.022733182089959298,0.0024884576501262743
0.993127506684492,0.9978070175438597,0.021523193861855024,0.007930748366420277
0.992929060828877,0.9994125939849624,0.022137030221391733,0.0017658877512436437
0.9931170621657754,0.9956923558897243,0.02213669386825778,0.011339789692842293
0.993200618315508,0.9886043233082706,0.02053591533759198,0.043338877978276014
0.9934199532085561,0.9972196115288221,0.022029519070967805,0.008121497131567384
0.9930439505347594,0.9989035087719298,0.023229387208762445,0.0036698559605905126
0.9939735127005348,0.9991384711779449,0.019771288994231088,0.0022111928580017164
0.9933050635026738,0.9993342731829574,0.021409665828505217,0.0023518708553512766
0.9935557319518716,0.9980028195488722,0.0210280120321145,0.005584373103392909
0.9937959558823529,0.9994125939849624,0.01931239601242092,0.002379105244121694
0.9932841744652406,0.9989426691729323,0.02215094580574144,0.002588100757274627
0.9935452874331551,0.9963189223057645,0.021657970418140757,0.010527920765858576
0.993942179144385,0.9995692355889725,0.020412868851856444,0.0014293818057101585
0.9939735127005348,0.9996475563909775,0.02122246494369978,0.0009498238339136306
0.9937750668449198,0.999608395989975,0.020317002929156943,0.00188613649466437
0.9938272894385026,0.9976895363408521,0.020985948351923304,0.005677660754191267
0.9941719585561497,0.9947525062656641,0.022080768845832554,0.01862725934843913
0.9938168449197861,0.996828007518797,0.021147239070883297,0.008322408732687893
0.9937959558823529,0.9992951127819549,0.020900297291767306,0.0021795648129456
0.9942659592245989,0.9994125939849624,0.019376794810912475,0.0022292252578231648
0.9943181818181818,0.9968671679197995,0.01892002510797017,0.009275464611973552
0.9938586229946524,0.9987077067669173,0.022361730983394872,0.006217179632350545
0.9939317346256684,0.9990209899749374,0.02044064413909574,0.0032763381744925504
0.9942032921122995,0.9997258771929824,0.01911522772809835,0.00078175085701588
0.9941301804812834,0.9995692355889725,0.019852700972098063,0.0020087019695603616
0.9942346256684492,0.9976503759398496,0.019961044610564072,0.006450137766374578
0.9938272894385026,0.9989818295739349,0.02014211315064492,0.003290765155044828
0.9945897393048129,0.9943609022556391,0.019992055911121166,0.020981412242690567
0.9938168449197861,0.99968671679198,0.02243142325988309,0.0009632013901201095
0.9940466243315508,0.9999608395989975,0.020113891217801088,0.0002667110307393535
0.9940570688502673,0.9995692355889725,0.020523778015702803,0.0009351269565610879
0.9945792947860963,0.9990993107769424,0.01915704819173498,0.0027919509760462083
0.9947464070855615,0.9998825187969925,0.018465822812060193,0.0008311404629269038
0.994412182486631,0.9992951127819549,0.019937381108408248,0.0015848878890907408
0.9941197359625669,0.9995300751879699,0.020058202835183874,0.0012803533344374802
0.9945479612299465,0.9994517543859649,0.018832027855936455,0.0015774941787694125
0.9942764037433155,0.9994909147869674,0.0201250943280615,0.0014266842014781435
0.9946628509358288,0.993421052631579,0.019367548036242434,0.025269075470667184
0.9943077372994652,0.9978461779448622,0.02018512473106734,0.005192748511648344
0.9942868482620321,0.9919721177944862,0.02102660996453923,0.02904740099020592
0.9947672961229946,0.9906015037593985,0.01889823382957183,0.03207192161301151
0.9942137366310161,0.9990209899749374,0.020604163236895144,0.0032158288097363474
0.9946628509358288,0.9981594611528822,0.019408922532238467,0.004097591811260168
0.9949657419786097,0.9981203007518797,0.018480560246578816,0.005856755548221881
0.9947568516042781,0.996358082706767,0.01931083105044167,0.01159626515496235
0.9947672961229946,0.9966322055137845,0.019849494118755567,0.009450498396279244
0.9950492981283422,0.9994125939849624,0.017907779892506283,0.001659355289848862
0.9948299632352942,0.9995300751879699,0.01790220402796954,0.0023796203775767444
