Train_acc,Valid_acc,Train_loss,Valid_loss
0.10738009692513369,0.46459899749373434,3.879409037809321,2.4242604483936665
0.4471402907754011,0.75031328320802,1.9611521376406444,0.9529601855385572
0.6775568181818182,0.8333724937343359,1.0474372412511372,0.5894781147925776
0.7901905080213903,0.9136121553884712,0.6599123774962948,0.3057077114743398
0.8511238302139037,0.943609022556391,0.46008910378192197,0.20544911433655516
0.8890165441176471,0.9569235588972431,0.3388549874531713,0.1475274650225962
0.9146160594919787,0.9682800751879699,0.26073096192536505,0.10875722727642621
0.9300530581550802,0.9711387844611529,0.21010206902479345,0.09551715996013697
0.941604695855615,0.9515977443609023,0.17220479504324815,0.13493758543653595
0.9502736463903744,0.9732926065162907,0.14573935928560275,0.08873979168895044
0.9567805815508021,0.9661262531328321,0.12586040577457788,0.09708145981127009
0.9629950701871658,0.9859414160401002,0.1083579886446951,0.04242579257792623
0.9671624331550802,0.9890350877192983,0.09705965532136852,0.03736740279415235
0.9711417947860963,0.9770911654135338,0.08606782417998395,0.06502592595140065
0.9734709224598931,0.9809288847117794,0.07893964617306436,0.05315208977046318
0.9754658255347594,0.9939301378446115,0.07098197649350703,0.021567693311618383
0.9781082887700535,0.9801848370927319,0.06368831907527242,0.061024137500400435
0.97930940842246,0.9949874686716792,0.06060082174885525,0.016479369324111474
0.9813565340909091,0.9963972431077694,0.05557933619099901,0.012852211140287588
0.9819309826203209,0.9956923558897243,0.05285809499433857,0.014459247983301194
0.9837483288770054,0.9922854010025063,0.049262975587541946,0.02187316446582014
0.9842392212566845,0.9912672305764411,0.045225034712223625,0.02556976193622254
0.9852314505347594,0.997454573934837,0.0447966978520813,0.008955040883435109
0.9861819017379679,0.9981986215538847,0.04079564288581496,0.007560925968653665
0.9864012366310161,0.9882910401002506,0.03891391891215425,0.03545079459605463
0.9875814672459893,0.9948699874686717,0.036947241219262225,0.014184956021721004
0.9880619151069518,0.9980028195488722,0.03528021442571846,0.0065976893826899
0.9882708054812834,0.9952615914786967,0.03387263515990764,0.014292490400423827
0.9889914772727273,0.9965538847117794,0.033619746468405584,0.009907870886851461
0.9890645889037433,0.9980419799498746,0.03196422602779159,0.0065410217065616505
0.9895659258021391,0.9996475563909775,0.030797981039954306,0.002618265200710043
0.989764371657754,0.9957706766917294,0.031184830629624526,0.013152985751014996
0.9899210394385026,0.9944392230576441,0.03012785613086659,0.013389706869355379
0.9900881517379679,0.9979244987468672,0.029599868491225895,0.008367382729988262
0.9904954879679144,0.9947916666666666,0.028080383845796232,0.014972462351552099
0.9908923796791443,0.9989818295739349,0.027291144244319346,0.004328357406597489
0.9909446022727273,0.9895441729323309,0.027572044730148525,0.0272313635082207
0.9913623830213903,0.9909931077694235,0.026471535357925853,0.03220962462534286
0.9914563836898396,0.9976112155388471,0.025739765545497607,0.007813693269758858
0.9916026069518716,0.9990601503759399,0.026900106469945645,0.003291964286805902
0.9918323863636364,0.9986293859649122,0.02706170493397403,0.0047583329954006175
0.9919577205882353,0.9981986215538847,0.025639824367273713,0.006665292137239291
0.9922292780748663,0.9986293859649122,0.025260087287286317,0.004921837326082937
0.9926470588235294,0.9990601503759399,0.02396255308515131,0.003098537770396556
0.9923128342245989,0.9978070175438597,0.024088910082080348,0.007146415396348864
0.9924486129679144,0.9996475563909775,0.024286134612320844,0.0018172175341191232
0.9927201704545454,0.997062969924812,0.023063783753681937,0.008852024413554455
0.9928037266042781,0.9959664786967418,0.02274894437554161,0.011237784998088148
0.9928872827540107,0.9936951754385965,0.021946495042748648,0.019277846268019323
0.993200618315508,0.99968671679198,0.022778948311482923,0.001321668201461691
0.9928768382352942,0.9983944235588973,0.022273662960219674,0.0051618314367746125
0.9930126169786097,0.9965147243107769,0.023436107036287044,0.009814569200196337
0.9930961731283422,0.9971804511278195,0.02199587895895158,0.00693187531410821
0.9929186163101604,0.9979636591478697,0.022867390533381327,0.005913374408643669
0.9932528409090909,0.9903665413533834,0.022064182885215926,0.026919101408146934
0.993127506684492,0.9993342731829574,0.02250881523029644,0.0024031729521959647
0.9937123997326203,0.9981986215538847,0.02195456442832243,0.005065501380616988
0.9932423963903744,0.9992559523809523,0.022857118454991523,0.0030760352437071213
0.9933572860962567,0.9993734335839599,0.02095927798372187,0.0026065131348222805
0.9936810661764706,0.9994517543859649,0.02054615393322798,0.0025293574394891494
0.9938899565508021,0.9992951127819549,0.020167912147487192,0.0020751092814426833
0.9933155080213903,0.9993342731829574,0.02103035448463557,0.002022291262299286
0.993597510026738,0.9985510651629073,0.020346229908006247,0.00375013318932103
0.9935348429144385,0.9969063283208021,0.02090332970399997,0.008382338383958347
0.9935557319518716,0.987390350877193,0.02219236810250146,0.0524561356490137
0.9934303977272727,0.9989426691729323,0.022748801695198297,0.002887922936380497
