21,23,29,31,33,35,36,40,8,10,12,41,46,48,50,52,54,60,61,62
Fp1,Fp2,F7,F3,Fz,F4,F8,T7,C3,Cz,C4,T8,P7,P3,Pz,P4,P8,O1,Oz,O2
